PRENOM,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
MELISSANE,0,0,0,0,0,<5,0,<5,0,0,0,0,<5,0,0,<5,<5,<5,0,<5,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0
MELISSA NICOLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0
MELISSANNE,0,0,0,<5,0,0,0,0,<5,0,<5,<5,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELISSA OURDIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0
MELISSA PAOLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELISSA PEARL,0,0,<5,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELISSA R,0,0,0,0,0,0,0,0,0,<5,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELISSA ROSE,0,0,0,0,<5,<5,<5,0,<5,0,0,0,<5,0,0,0,0,<5,<5,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELISSA SARAH,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELISSA STEPHANI,<5,0,0,0,0,0,0,0,0,<5,0,<5,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELISSA SUE,0,<5,<5,<5,<5,<5,<5,<5,<5,0,<5,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELISSA SUZANNE,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELISSA T,0,0,0,0,0,0,0,0,<5,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELISSA YASMINE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELISSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,<5,0,0
MELISSIA,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,<5,0
MELISSSA,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELISSZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELITA,0,<5,<5,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,<5,<5,0,<5,0,0,0,<5,0,0,0,0,0,0,0
MELITTA,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0
MELIVIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0
MELIYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,<5,0,0
MELIYAH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,<5,0,0,<5,0,0,0,0,<5
MELIZA,8,<5,5,<5,<5,6,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,0,<5,<5,0,<5,<5,0,<5,<5,<5,0,0,0,0,0,0,<5,0,0,0,0,0,0,<5,0,0,0,0
M ELIZABETH,0,0,0,0,<5,0,<5,<5,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELIZANDE,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELIZANDRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,<5,0,<5,0,<5,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELIZANE,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0
MELIZANNE,0,0,0,<5,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0
MELIZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELLANY,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELLIE,0,<5,0,0,0,0,0,<5,<5,0,0,0,0,<5,<5,<5,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,<5,<5,0,0,0,0,<5,0,0,0,<5,0,0,0,<5
MELLIKA,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELLILA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0
MELLINA,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,<5,<5,<5,<5,<5,<5,<5,5,<5,<5,<5,<5,<5,<5,5,5,<5,0,<5,<5,<5,<5
MELLISA,<5,<5,<5,<5,<5,0,0,0,0,<5,<5,0,<5,0,<5,0,<5,<5,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELLISSA,<5,<5,<5,<5,<5,<5,<5,<5,<5,6,<5,0,0,<5,<5,<5,<5,0,0,<5,0,<5,0,0,<5,<5,0,0,<5,<5,0,<5,0,0,0,<5,0,0,0,0,0,0,0,<5,0
MELLODY,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,<5,0,0,0,0,0,<5,0,0,<5,0,0,0,<5,<5,<5,<5,0,0,0,0,0,0,0,<5,0,0,0,0
MELLODYE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELLY,0,0,0,0,0,<5,0,0,<5,0,<5,<5,0,0,0,0,0,<5,<5,0,<5,0,0,<5,<5,0,<5,<5,<5,<5,<5,<5,0,0,0,0,<5,<5,<5,0,0,<5,0,0,0
MELLYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0,<5,0,0,0,0,0,0,0,0,<5,0,0,0,0,0
MELLYANE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0
MELLY-ANN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0
MELLYANN,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0
MELLY ANNE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELLY-ANNE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,<5,0,0,0,0,0,0,0,0
MELLY-JADE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,<5,0,0,0,0
MELLYNA,0,0,<5,0,0,0,0,<5,<5,0,<5,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELLY-ROSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,<5,0,0,0,0,0,0,0,0,<5
MELLYSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELLYSSA,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELLYZANDRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0
MELODEE,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0
MELODI,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,<5,<5,<5,<5,0,0,<5,0,0,0,0,0,0,0,0,<5,0,0,<5,0,<5,0,<5,0,<5,0,0,<5,0,0,0
MELODIA,0,0,<5,0,0,0,<5,0,0,0,0,0,0,<5,<5,0,0,<5,0,0,0,0,<5,0,0,<5,<5,0,<5,0,<5,0,0,<5,0,0,0,0,<5,0,<5,0,0,0,0
MELODIE,23,43,44,55,48,47,38,50,40,54,60,58,100,100,102,80,91,93,97,71,116,136,151,150,140,169,159,143,183,174,135,139,163,141,136,126,108,114,108,104,89,92,64,67,62
MELODIE ANN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELODIE ANNE,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0
MELODIE-ANNE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELODIE GRACE,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5
MELODIE JADE,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELODIE-JADE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,<5,0
MELODIE M,0,0,0,0,0,<5,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELODIE MARIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELODIE ROSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,<5,<5,0,0,0,0,0,0,0
MELODIE-ROSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,<5,<5,0,0,0,0,0,0,0,0,<5,0,0,0
MELODINE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0
MELODY,5,7,9,13,12,8,12,10,15,13,13,23,27,24,20,23,29,29,26,23,34,49,58,46,42,55,65,69,107,71,68,60,82,63,64,64,56,59,48,49,36,44,37,26,29
MELODY-ANNE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0
MELODYE,<5,0,0,0,0,<5,0,<5,<5,0,<5,0,0,0,0,0,<5,0,0,0,<5,<5,0,0,0,<5,0,0,<5,0,<5,<5,0,<5,<5,<5,<5,0,0,<5,<5,<5,0,0,<5
MELODY GRACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0
MELODY-JADE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,<5,0,0,0,0,0
MELODY MARIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELODY ROSE,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0
MELODY-ROSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,<5,<5,0,<5,0,0,0,0,<5,0,0,<5,0,<5
MELOE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,<5,<5,0,0,<5,0,<5,0,<5,0,0,<5,0,0,<5,0,0,0,0,<5,0,0,<5
MELOEE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,<5,0,<5,0,0,<5,0,0,0,0,0,<5,0,0,0,0,0
MELOISE,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,<5,<5,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0
MELOIZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELONEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0
MELONIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELONIE,0,0,<5,<5,<5,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0
MELONY,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELOPEE,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELORA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,<5
MELORIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,<5,<5,<5,0,0,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,<5
MELORIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0
MELORINE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0
MELORY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,<5,0,0,<5,0,<5,0,0,<5,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0
MELPOMENI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELROSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,5,<5,<5,<5,5,<5,<5,<5,<5,<5,<5,<5,<5,<5
MELTEM,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELUSINE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,<5,0,0,<5,<5,0,0
MELVA,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELVINA,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,<5,0,0,0,<5,0,0,<5
MELY,0,<5,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,<5,<5,<5,0,0,0,<5,<5,<5,0,0,<5,<5,<5,<5,<5
MELYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,<5,<5,0,<5,<5,7,5,7,19,11,12,11,10,13,9,5,9,8,8,14,6,6,8,<5
MELYAH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0
MELYAN,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,<5,<5,<5,<5,0,<5,<5,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0
MELYANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,<5,<5,<5,0,<5,0,0,<5,0,<5,0,0,<5
MELYANE,0,0,0,0,0,0,<5,0,0,0,<5,<5,0,0,0,0,<5,<5,<5,<5,<5,<5,5,7,10,7,7,7,16,10,11,20,12,8,8,7,12,7,5,<5,<5,<5,<5,<5,<5
MELY-ANN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,<5,<5,<5,<5,0,<5,<5,<5,<5,<5,<5,<5,<5,0,<5,<5,<5,<5,0,<5,0,<5
MELYANN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,<5,0,<5,<5,0,<5,<5,5,<5,<5,<5,<5,<5,<5,5,<5,<5,0,<5,<5,0,0,0
MELY-ANNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,<5,0,0,<5,0,<5,0,0,0,<5,0,0,0,0,0,0
MELYANNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,<5,<5,<5,0,0,<5,0,0
MELY-ANNE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,<5,<5,0,0,<5,<5,0,0,0,0,0,<5,0,0,<5,0,<5,<5,<5,0,0,<5,0
MELYANNE,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,<5,0,0,<5,<5,<5,<5,<5,<5,<5,<5,<5,6,5,<5,0,<5,<5,<5,9,5,<5,<5,<5,<5,<5,<5
MELYA-ROSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,<5,0,0,0,0,<5,<5,<5,<5,<5,<5,<5,0,0,0,<5
MELYCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0
MELYDIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,<5,0,0,0,0,<5,0,<5,<5,0,0,0,0,0,0,<5,0,0,0
MELY-JADE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,<5,<5,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,<5
MELYJADE,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0
MELYJANE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0,0
MELYKA,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,<5,<5,<5,0,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,0,<5,0,<5,0,<5,0,5,0,<5
MELYN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0
MELYNA,<5,<5,<5,0,<5,<5,<5,<5,<5,6,<5,14,17,21,26,25,20,19,20,29,16,26,20,21,28,20,20,15,30,12,15,17,9,14,12,11,6,5,9,5,7,7,5,0,<5
MELYNA JADE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELYNDA,<5,<5,<5,<5,5,5,<5,<5,5,<5,<5,<5,9,<5,<5,<5,7,0,<5,<5,<5,<5,<5,0,<5,<5,0,<5,<5,0,<5,<5,<5,<5,0,<5,0,0,0,0,0,0,0,0,<5
MELYNDA-SUE,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELYNE,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,<5,<5,0,0,<5,0,0,0,0,<5,0,0,0,0,<5,0,<5,0,0
MELYNKA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELYNN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0
MELYNNA,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,<5,0,<5,<5,0,0,0,<5,0,<5,0,0,0,<5,<5,0,0,<5,0,0,0,0,<5,0,0,0,0,0
MELY-ROSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,<5,0,<5,<5,0,<5,<5,0,0,0,<5,0,<5,<5,<5,<5
MELYROSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,<5,0,0,0,0,0,<5,0,0,<5,0,<5,0,<5
MELYSA,<5,0,<5,<5,0,0,0,0,<5,<5,0,<5,<5,0,<5,<5,<5,<5,0,0,<5,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELYSANDRE,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,<5
MELYSANE,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,<5,<5,<5,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0
MELYSANGE,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0
MELYSANNE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0
MELYSE,0,0,0,0,0,0,0,0,0,<5,0,<5,<5,0,0,<5,0,<5,0,<5,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELYSSA,6,6,8,9,9,8,12,8,16,21,13,18,26,20,18,17,10,13,11,9,8,6,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,0,<5,0,0,0,<5,0,<5,<5,0,0,<5
