PRENOM,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
MELYSSA ANN,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELYSSA-ANN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELYSSAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELYSSANDRE,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,<5,0,<5,0,0,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELYSSIA,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,<5,0,0,<5,0,<5,0,0,0,0,0,0,0
MELYZA,0,<5,<5,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELYZANDRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELYZANE,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,<5,0,0,0,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0
MELYZANNE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0
M EMMANUELLE,0,<5,0,<5,<5,0,<5,<5,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEMONA,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0
MEMOONA,0,0,0,<5,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEMPHIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0
MENA,<5,0,0,<5,0,<5,<5,0,<5,0,<5,0,0,0,0,0,<5,0,0,0,<5,0,<5,0,0,0,<5,0,<5,0,0,0,0,<5,0,<5,0,0,0,0,0,<5,<5,0,0
MENAAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,<5,<5,<5,0,0,<5,0,0,0,0,0
MENACHEM,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MENAIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MENAICK,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MENAKA,0,<5,0,0,0,<5,0,0,0,0,0,<5,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MENALIE,0,<5,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0
MENATALLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MENATALLAH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MENCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5
MENDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,<5,0,0,0
MENDEL,<5,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MENDY,0,0,0,<5,0,<5,<5,<5,0,0,0,0,0,<5,0,0,<5,0,0,0,<5,0,0,0,<5,<5,0,0,<5,<5,<5,0,0,0,0,<5,0,0,0,0,0,0,<5,0,<5
MENEL,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,<5,0,0,0,<5,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MENESSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0
MENG,0,0,0,0,<5,<5,0,<5,0,<5,0,0,<5,<5,0,<5,<5,0,0,0,<5,<5,<5,0,<5,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0
MENGCHEN,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MENG CHOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MENG FAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MENG FEI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0
MENG JIE,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MENG MENG,0,0,0,0,<5,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MENGNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0
MENGNAN,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MENGQI,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0
MENG TIAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0
MENG TING,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MENGXI,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,<5,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MENGXIAO,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MENG YING,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MENGYU,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0
MENG YUAN,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MENGYUAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0
MENIAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0
MENISH,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MENNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,<5,<5,0,<5,<5,0,<5,<5,<5,0,0,0,0,0,0,0,0,<5,0,0,0
MENOLLY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MENORAH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,<5,0
MENUCHA,0,0,0,0,<5,0,0,0,0,0,<5,0,0,0,0,<5,0,0,<5,<5,0,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0
MENUCHA RACHEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,<5,0,0,0,0,<5,0,<5,0,0,0,0
MENUCHA ROCHEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,<5,0,0,0,0,<5,0,0,<5
MENUTAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,<5,0,<5,0,0,0,0
MENYAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,<5,0,0,<5,<5,0,0,0,<5,0,0,0,0,0
MENYNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEORA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0
MERA,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0,<5,<5,<5,<5,<5,0,0,0,<5,0,0,0,0
MERAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,<5,<5,0,0,0,0,0,0,0,0,0,0,0
MERAH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0
MERAL,0,<5,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,<5,0,<5,0,<5,0,<5,<5,0,<5,0,0,0,<5,0,0
MERALIE,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0
MERALY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0
MERAM,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0
MERAN,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MERANDA,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MERANIE,0,0,0,7,<5,0,<5,0,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MERANY,0,0,0,0,<5,<5,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MERARI,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MERAV,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MERAY,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,<5,0,0,0,<5,0,0,0,0,0,0,0
MERCADES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0
MERCAN,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0
MERCEDES,<5,<5,<5,5,<5,<5,<5,7,<5,<5,<5,<5,6,5,7,10,8,6,7,<5,5,10,5,6,<5,8,5,6,7,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,0,<5,0,<5,0
MERCEDESE,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,<5,<5,0,0,0,<5,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MERCEDESZ,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MERCEDEZ,0,0,0,0,0,0,0,0,<5,0,0,0,<5,<5,<5,0,<5,<5,0,0,0,0,<5,<5,<5,<5,0,<5,<5,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,<5
MERCEDEZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0
MERCELIE,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MERCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,<5,0,0,0,0,0,<5,<5,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0
MERCINA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0
MERCY,0,<5,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,<5,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,<5,<5,<5,0,0,<5,<5,<5,<5,0,0
MERDI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0
MERDIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0
MEREDITE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0
MEREDITH,<5,<5,<5,<5,5,<5,<5,5,5,6,<5,<5,<5,<5,<5,<5,10,14,17,13,18,19,9,16,21,22,11,34,36,30,25,28,24,31,14,16,24,19,19,14,15,16,20,17,15
MEREDITHE,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,<5,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,<5,0,0
MEREDYTH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,<5,0,0,0,0,<5,<5,0,0,0,<5,0,<5,0,0,0,0
MEREILLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0
MEREKA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0
MERELIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,<5,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MERELY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0
MERET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0
MERI,<5,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,<5,<5,<5,0,0,0,<5,0,0,0,0,<5,0,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0
MERIA,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,<5,<5,<5,<5,<5,<5,0,0,0,0,0,0,0,0,<5,<5,0,0,<5
MERIAM,0,0,0,<5,<5,<5,<5,<5,<5,5,<5,<5,<5,<5,<5,<5,<5,0,5,<5,<5,<5,<5,<5,7,<5,10,8,9,9,11,11,9,12,8,8,5,6,<5,<5,6,<5,<5,<5,<5
MERIAME,0,0,0,0,0,0,<5,<5,0,0,<5,0,0,<5,0,0,0,0,0,<5,0,0,<5,<5,0,0,0,0,0,<5,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0
MERIANA,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MERIANE,<5,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0
MERIANNE,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MERIBEL,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0
MERICA,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,<5,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0
MERICKA,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,<5,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MERICYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0
MERIDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,<5,0,<5,<5,0
MERIDITH,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,<5,0,<5,<5,<5,0,0,0,0,<5,0,<5,<5,0,0,0,0,0,0,0,0,0,<5,0,0,0
MERIEL,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MERIELLE,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MERIEM,<5,<5,<5,<5,<5,<5,8,6,7,9,5,6,12,6,11,11,12,13,9,19,7,8,20,19,12,16,35,40,28,27,33,37,34,28,27,33,30,21,11,13,9,5,8,11,<5
MERIEM AMINA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0
MERIEM ANAIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0
MERIEME,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,0,0,<5,0,0,0,<5,0,<5,<5,<5,0,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,<5
MERIEM EL BATOUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,<5,0,0,0,0,0,0,<5,0,0,0,0,0
MERIEM FAZIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0
MERIEM INES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,<5,0
MERIEM LINA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MERIEM NOUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0
MERIEM NOUR EL H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MERIEM RANIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0
MERIEM SARA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0
MERIEM SELMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0
MERIEM YASMINE,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0
MERIKA,<5,0,0,0,0,0,0,0,0,<5,0,0,<5,<5,0,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,0,<5,<5,<5,0,<5,<5,0,<5,0,0,0,0,0
MERILDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0
MERILIE,0,0,0,0,0,0,0,0,<5,0,0,0,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MERILY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0
MERILYN,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MERIMA,0,0,0,0,<5,0,<5,0,0,0,<5,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MERINA,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,0,<5,<5,<5,<5,0,0,<5,0,0,<5,<5,<5,0,<5,<5,0,0,0,0,0,<5,0
MERISA,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,<5,<5,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0
MERISSA,<5,0,<5,0,<5,0,<5,0,0,<5,<5,<5,<5,<5,<5,<5,<5,<5,0,0,0,<5,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0
MERIT,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0
MERITA,0,0,<5,0,0,0,0,0,0,<5,0,0,<5,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0
MERITE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0
MERIZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0
